                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     31,                 1.0996,                0.72982,                 1.0123,                0.84265,                0.76742,                 0.8834,                0.55341,                 1.3659,                 1.0437,                 1.0639,               0.008515,               0.008515,               0.008515
                     32,                 1.0966,                0.74443,                0.99793,                0.89935,                0.68731,                0.83868,                0.54001,                 1.2094,                 1.0489,                 1.0237,              0.0084655,              0.0084655,              0.0084655
                     33,                 1.1089,                0.81164,                 1.0105,                0.77183,                0.81926,                 0.8049,                0.44408,                 1.4171,                 1.0786,                 1.1055,               0.008416,               0.008416,               0.008416
                     34,                 1.1625,                0.81783,                 1.0192,                0.93217,                0.71813,                0.88424,                 0.5014,                 1.4325,                 1.0811,                 1.1216,              0.0083665,              0.0083665,              0.0083665
                     35,                  1.137,                0.81826,                 1.0324,                0.73423,                0.75687,                 0.7555,                0.47538,                 1.2759,                 1.2491,                 1.0389,               0.008317,               0.008317,               0.008317
                     36,                 1.0973,                0.76995,                 1.0048,                0.98555,                0.68424,                0.83741,                0.47262,                 1.6202,                 1.1989,                 1.1914,              0.0082675,              0.0082675,              0.0082675
                     37,                 1.0791,                0.73059,                 1.0007,                0.97214,                0.79694,                0.86492,                0.52619,                 1.4389,                   1.07,                 1.1039,               0.008218,               0.008218,               0.008218
                     38,                 1.1329,                0.80156,                 1.0205,                0.86761,                0.63571,                0.72311,                0.44842,                 1.3692,                 1.2203,                 1.0847,              0.0081685,              0.0081685,              0.0081685
                     39,                 1.0798,                0.73599,                 1.0091,                0.86916,                 0.6577,                 0.8007,                0.47802,                 1.4751,                 1.0613,                 1.1268,               0.008119,               0.008119,               0.008119
                     40,                 1.0782,                0.76869,                 1.0136,                0.79557,                 0.6369,                0.68067,                 0.4232,                 1.3627,                 1.5888,                 1.0701,              0.0080695,              0.0080695,              0.0080695
                     41,                 1.0722,                0.72686,                0.99465,                0.87004,                0.63571,                0.69662,                0.43459,                 1.3767,                 1.6145,                 1.0782,                0.00802,                0.00802,                0.00802
                     42,                 1.1155,                0.72903,                  1.004,                0.83471,                0.69487,                0.78214,                0.46435,                 1.5951,                 1.1428,                 1.1921,              0.0079705,              0.0079705,              0.0079705
                     43,                 1.0493,                0.70947,                  1.011,                 0.9572,                0.73214,                0.81728,                0.55111,                 1.3454,                 1.2082,                 1.0814,               0.007921,               0.007921,               0.007921
                     44,                 1.0721,                0.77603,                0.99059,                0.88983,                0.79107,                 0.8164,                 0.5145,                 1.4106,                 1.0281,                 1.1291,              0.0078715,              0.0078715,              0.0078715
                     45,                 1.0563,                0.70123,                 1.0176,                0.85505,                0.74881,                0.82885,                0.52629,                 1.3799,                 1.0567,                 1.0775,               0.007822,               0.007822,               0.007822
                     46,                 1.0476,                0.63836,                0.99517,                0.88778,                0.83331,                0.85754,                0.49573,                  1.442,                0.94359,                 1.1399,              0.0077725,              0.0077725,              0.0077725
                     47,                 1.0492,                0.67838,                 1.0054,                0.91109,                0.82659,                0.87769,                0.54483,                 1.4503,                0.86821,                 1.1154,               0.007723,               0.007723,               0.007723
                     48,                 1.0145,                 0.6544,                0.98023,                0.95574,                0.83214,                0.91064,                0.51307,                 1.4723,                0.87173,                 1.1417,              0.0076735,              0.0076735,              0.0076735
                     49,                 1.0308,                0.68196,                0.97306,                0.83216,                0.95926,                 0.9374,                0.60902,                  1.243,                0.79429,                 1.0489,               0.007624,               0.007624,               0.007624
                     50,                 1.0147,                0.64667,                0.97813,                0.75324,                0.71439,                 0.7579,                0.49238,                 1.3138,                 1.1248,                 1.0673,              0.0075745,              0.0075745,              0.0075745
                     51,                 1.0424,                0.65784,                0.98641,                0.87038,                0.78884,                0.83887,                0.54728,                 1.3344,                  1.023,                 1.0833,               0.007525,               0.007525,               0.007525
                     52,                0.99474,                0.63259,                0.96322,                0.92052,                0.73214,                0.80685,                0.51825,                 1.4081,                 1.1689,                 1.0867,              0.0074755,              0.0074755,              0.0074755
                     53,                 1.0026,                0.66111,                0.97796,                0.84802,                0.61705,                0.77243,                0.51733,                 1.3072,                 1.2944,                 1.0423,               0.007426,               0.007426,               0.007426
                     54,                 1.0605,                 0.6941,                 1.0104,                 0.8939,                0.78095,                0.86947,                0.52877,                 1.3917,                0.93952,                 1.1003,              0.0073765,              0.0073765,              0.0073765
                     55,                 1.0301,                0.63029,                0.98085,                0.85828,                0.74395,                0.81103,                0.52504,                 1.2575,                0.94706,                 1.0415,               0.007327,               0.007327,               0.007327
                     56,                0.99887,                 0.6729,                0.97375,                0.85868,                0.82158,                0.87543,                0.55167,                 1.2792,                0.97818,                 1.0451,              0.0072775,              0.0072775,              0.0072775
                     57,                 1.0189,                0.61798,                  0.972,                0.76809,                0.54048,                0.67993,                0.44847,                 1.3079,                 1.8817,                 1.0389,               0.007228,               0.007228,               0.007228
                     58,                  1.051,                 0.6444,                0.99488,                 0.9297,                0.70714,                0.87403,                0.60921,                 1.1963,                 1.0576,                 1.0219,              0.0071785,              0.0071785,              0.0071785
                     59,                 1.0526,                 0.6829,                0.98198,                0.96101,                0.73333,                 0.8476,                0.53086,                 1.3092,                 1.1288,                 1.0489,               0.007129,               0.007129,               0.007129
                     60,                  1.015,                0.68511,                0.99042,                0.92355,                 0.7638,                0.86523,                0.52339,                 1.4301,                 0.8933,                 1.0967,              0.0070795,              0.0070795,              0.0070795
                     61,                0.99662,                0.64773,                0.97256,                0.92485,                0.65952,                0.80178,                0.49164,                 1.4775,                 1.2141,                 1.1005,                0.00703,                0.00703,                0.00703
                     62,                0.97313,                0.62082,                0.96863,                0.91638,                0.68153,                0.76428,                0.46793,                 1.4392,                 1.3465,                 1.1084,              0.0069805,              0.0069805,              0.0069805
                     63,                 1.0006,                0.63638,                0.97424,                0.87905,                0.67467,                0.75946,                0.50379,                   1.37,                 1.3616,                 1.0745,               0.006931,               0.006931,               0.006931
                     64,                 1.0168,                0.67253,                 1.0022,                0.40967,                0.75008,                0.37653,                0.24606,                 1.2169,                 4.1261,                 1.0052,              0.0068815,              0.0068815,              0.0068815
                     65,                0.99016,                0.65932,                0.96592,                0.84838,                0.63571,                0.72282,                0.47491,                 1.2438,                 1.2935,                 1.0374,               0.006832,               0.006832,               0.006832
                     66,                 1.0475,                0.69725,                0.99368,                0.87695,                0.70882,                0.81126,                0.51198,                 1.3586,                 1.1024,                 1.0802,              0.0067825,              0.0067825,              0.0067825
                     67,                 1.0085,                0.68395,                 0.9851,                0.87103,                0.61071,                0.66257,                0.43643,                 1.1731,                 1.4502,                0.99852,               0.006733,               0.006733,               0.006733
                     68,                 0.9731,                0.62604,                0.96218,                0.90117,                0.76071,                0.83114,                 0.5893,                 1.1139,                0.92847,                0.96652,              0.0066835,              0.0066835,              0.0066835
                     69,                0.97872,                0.60769,                 0.9609,                0.80666,                0.63571,                0.68483,                0.47689,                 1.1291,                 1.4167,                0.98123,               0.006634,               0.006634,               0.006634
